"SBS.name","height","SLA","mean.LMDC..mg.g."
"2164","Rosa caesia",1.58333333333333,11.9047619,NA
"2165","Rosa canina",1.66666666666667,12.3177401133333,NA
"2166","Rosa corymbifera",1.75,NA,NA
"2167","Rosa elliptica",1.5,11.94,404.52
"2168","Rosa foetida",2.5,NA,NA
"2169","Rosa gallica",0.9,NA,NA
"2170","Rosa glauca",2,11.0864745,NA
"2171","Rosa jundzillii",1.5,22.86,409.24
"2172","Rosa majalis",1.25,19.41747573,NA
"2173","Rosa micrantha",1.5275,12,387
"2174","Rosa mollis",0.55,12.82051282,NA
"2175","Rosa multiflora",1.5,20.34,280.05
"2176","Rosa obtusifolia",1.5,NA,NA
"2177","Rosa pendulina",1.25,22.24,339.89
"2178","Rosa pimpinellifolia",0.316666666666667,15.61566713,417
"2179","Rosa rubiginosa",1.5,11.63,457.77
"2180","Rosa rugosa",1.25,10.6580563815714,308.283333333333
"2181","Rosa sherardii",1.375,NA,NA
"2182","Rosa stylosa",1.75,NA,NA
"2183","Rosa tomentosa",1.33333333333333,NA,NA
"2184","Rosa villosa",1.25,NA,NA
"2185","Rubia peregrina",0.381333333333333,14.5551111111111,226.946666666667
"2186","Rubus adspersus",1.5,NA,NA
"2187","Rubus allegheniensis",1.25,NA,NA
"2188","Rubus armeniacus",1.75,NA,NA
"2189","Rubus bifrons",0.75,NA,NA
"2190","Rubus caesius",0.475,19.3,386.666666666667
"2191","Rubus camptostachys",0.4,NA,NA
"2192","Rubus canescens",0.75,NA,NA
"2193","Rubus chamaemorus",0.1,13.45494165,266.086666666667
"2194","Rubus dethardingii",0.9,NA,NA
"2195","Rubus divaricatus",1.25,NA,NA
"2196","Rubus fabrimontanus",0.5,NA,NA
"2197","Rubus fasciculatus",1.25,NA,NA
"2198","Rubus ferocior",0.4,NA,NA
"2199","Rubus fruticosus ag. L.",1.56333333333333,14.88,NA
"2200","Rubus gothicus",0.65,NA,NA
"2201","Rubus grabowskii",1.5,NA,NA
"2202","Rubus gracilis",1.4,NA,NA
"2203","Rubus gratus",1,NA,NA
"2204","Rubus guentheri",0.2,NA,NA
"2205","Rubus hypomalacus",0.75,NA,NA
"2206","Rubus idaeus",1.2,24.281405406,277.76
"2207","Rubus infestus",0.75,NA,NA
"2208","Rubus koehleri",0.65,NA,NA
"2209","Rubus laciniatus",1.75,NA,NA
"2210","Rubus lamprocaulos",0.5,NA,NA
"2211","Rubus lobatidens",1.25,NA,NA
"2212","Rubus macrophyllus",1.15,NA,NA
"2213","Rubus mollis",0.4,NA,NA
"2214","Rubus montanus",2,NA,NA
"2215","Rubus nemoralis",1.5,NA,NA
"2216","Rubus nemorosus",0.55,NA,NA
"2217","Rubus nessensis",1.25,NA,NA
"2218","Rubus odoratus",1.5,NA,NA
"2219","Rubus opacus",2,NA,NA
"2220","Rubus orthostachys",0.4,NA,NA
"2221","Rubus pallidus",0.2,NA,NA
"2222","Rubus pedemontanus",0.2,NA,NA
"2223","Rubus phoenicolasius",2,NA,NA
"2224","Rubus placidus",0.3,NA,NA
"2225","Rubus platyacanthus",1.5,NA,NA
"2226","Rubus plicatus",1.4,NA,NA
"2227","Rubus pruinosus",0.4,NA,NA
"2228","Rubus pyramidalis",0.4,NA,NA
"2229","Rubus radula",0.65,NA,NA
"2230","Rubus rudis",0.4,NA,NA
"2231","Rubus saxatilis",0.165,24.5741821333333,318
"2232","Rubus scaber",0.2,NA,NA
"2233","Rubus schleicheri",0.2,NA,NA
"2234","Rubus scissus",0.75,NA,NA
"2235","Rubus senticosus",1.75,NA,NA
"2236","Rubus silvaticus",0.35,NA,NA
"2237","Rubus sorbicus",1,NA,NA
"2238","Rubus sprengelii",0.65,NA,NA
"2239","Rubus sulcatus",2.75,NA,NA
"2240","Rubus tereticaulis",0.2,NA,NA
"2241","Rubus ulmifolius",1.25,11.91,NA
"2242","Rubus vestitus",2,NA,NA
"2243","Rubus vigorosus",1.75,NA,NA
"2244","Rubus vulgaris",1.75,NA,NA
"2245","Rudbeckia hirta",0.2,14.6,NA
"2246","Rudbeckia laciniata",1.35,NA,NA
"2247","Rumex acetosa",0.505,30.5079151776923,101.912
"2248","Rumex acetosella",0.15,24.66853631,117.884
"2249","Rumex alpestris",0.575,36.76,128.67
"2250","Rumex alpinus",0.425,20.085,168.535
"2251","Rumex aquaticus",1,24.935,137.98
"2252","Rumex conglomeratus",0.725,22,179
"2253","Rumex crispus",0.641666666666667,24.0968841416667,105
"2254","Rumex frutescens",0.25,NA,NA
"2255","Rumex hydrolapathum",1.575,18.785,151.005
"2256","Rumex longifolius",0.733333333333333,NA,NA
"2257","Rumex maritimus",0.625,32.6020954725,136.4
"2258","Rumex nivalis",0.075,NA,NA
"2259","Rumex obtusifolius",0.508333333333333,29.734544148,146.733333333333
"2260","Rumex palustris",0.71,23.57,187.535
"2261","Rumex patientia",1.05,NA,NA
"2262","Rumex pulcher",0.25,NA,NA
"2263","Rumex rugosus",0.45,NA,NA
"2264","Rumex rupestris",0.7,NA,NA
"2265","Rumex sanguineus",0.7875,25,202
"2266","Rumex scutatus",0.2,NA,NA
"2267","Rumex stenophyllus",0.55,23.635,140.2575
"2268","Rumex thyrsiflorus",0.575,21.205,122.155
"2269","Ruta graveolens",0.375,NA,NA
"2270","Sagina apetala",0.04,21.44,238.666666666667
"2271","Sagina apetala subsp. erecta",0.065,20.62,NA
"2272","Sagina boydii",0.02,NA,NA
"2273","Sagina maritima",0.095,14.3,194
"2274","Sagina nivalis",0.015,NA,NA
"2275","Sagina nodosa",0.0633333333333333,15.4966666666667,240.335
"2276","Sagina procumbens",0.13,19.25,217
"2277","Sagina saginoides",0.0333333333333333,NA,NA
"2278","Sagina subulata",0.0366666666666667,NA,NA
"2279","Sagittaria sagittifolia",0.42,33.438,100.792
"2280","Salicornia dolichostachya",0.175,NA,NA
"2281","Salicornia europaea",0.183333333333333,3.18,201.29
"2282","Salicornia fragilis",0.1875,NA,NA
"2283","Salicornia nitens",0.1,NA,NA
"2284","Salicornia obscura",0.175,NA,NA
"2285","Salicornia pusilla",0.25,NA,NA
"2286","Salicornia ramosissima",0.1225,NA,NA
"2287","Salix acutifolia",6.5,17.57469244,NA
"2288","Salix alba",15.1666666666667,11.8936700333333,295.675
"2289","Salix alpina",0.175,NA,NA
"2290","Salix appendiculata",5.5,17.63,334.35
"2291","Salix arbuscula",0.7,NA,NA
"2292","Salix aurita",1.5,11.324096385,NA
"2293","Salix bicolor",1.05,9.637271914,NA
"2294","Salix breviserrata",0.175,NA,NA
"2295","Salix caprea",6,14.829753915,255.333333333333
"2296","Salix cinerea",2.75,10.008007984,425.775
"2297","Salix daphnoides",6.5,10.63829787,NA
"2298","Salix elaeagnos",4.5,NA,NA
"2299","Salix fragilis",10.6666666666667,9.6107107755,NA
"2300","Salix glabra",0.75,NA,NA
"2301","Salix glauca",0.47,10.67235294,361.31
"2302","Salix hastata",0.75,NA,NA
"2303","Salix herbacea",0.045,22.8652358733333,NA
"2304","Salix lanata",0.65,12.84,304.99
"2305","Salix lapponum",0.573333333333333,10.823738036,374.3
"2306","Salix myrsinifolia",1.91666666666667,11.273153035,NA
"2307","Salix myrsinites",0.31,9.83957158833333,330.39
"2308","Salix myrtilloides",0.4,15.29051988,NA
"2309","Salix pentandra",6.33333333333333,18.41860115,249.59
"2310","Salix phylicifolia",1.5,10.52870174,NA
"2311","Salix purpurea",2.16666666666667,9.496676163,NA
"2312","Salix repens",1.05,15.203982684,393.2175
"2313","Salix reticulata",0.0825,9.6226876958,358.83
"2314","Salix retusa",0.2,NA,NA
"2315","Salix serpillifolia",0.15,NA,NA
"2316","Salix starkeana",0.45,12.88617647,392.875
"2317","Salix triandra",4.58333333333333,11.7166343825,387.32
"2318","Salix viminalis",3.83333333333333,12.0558377433333,NA
"2319","Salix waldsteiniana",0.65,NA,NA
"2320","Salsola kali",0.5125,9.515,105.44
"2321","Salvia glutinosa",0.475,54.74,103.72
"2322","Salvia nemorosa",0.35,23.22,178.85
"2323","Salvia officinalis",0.375,19.27,241.78
"2324","Salvia pratensis",0.441666666666667,25.3466666666667,171
"2325","Salvia verbenaca",0.425,NA,NA
"2326","Salvia verticillata",0.3,15.735,205.695
"2327","Salvinia natans",0.02,106.36,41.52
"2328","Sambucus ebulus",0.85,20.17,174.065
"2329","Sambucus nigra",5.875,20.15574275375,201
"2330","Sambucus racemosa",3.125,28.75111111,180.075
"2331","Samolus valerandi",0.195,25.23,174.21
"2332","Sanguisorba minor",0.208333333333333,20.5018333333333,311.102222222222
"2333","Sanguisorba officinalis",0.475,22.0595550357143,271.666666666667
"2334","Sanicula europaea",0.275,30.95,198
"2335","Saponaria ocymoides",0.175,NA,NA
"2336","Saponaria officinalis",0.458333333333333,23.35,199.5
"2337","Sarracenia purpurea",0.125,8.48,206.63
"2338","Satureja hortensis",0.1425,26.955,148.65
"2339","Satureja montana",0.3,17.6,NA
"2340","Saussurea alpina",0.116666666666667,17.185,207.455
"2341","Saussurea discolor",0.15,NA,NA
"2342","Saussurea pygmaea",0.125,NA,NA
"2343","Saxifraga aizoides",0.07625,15.295,154.695
"2344","Saxifraga androsacea",0.02,NA,NA
"2345","Saxifraga aphylla",0.015,NA,NA
"2346","Saxifraga biflora",0.14,NA,NA
"2347","Saxifraga bryoides",0.02,18.2,NA
"2348","Saxifraga burseriana",0.025,NA,NA
"2349","Saxifraga caesia",0.025,NA,NA
"2350","Saxifraga cernua",0.06,NA,NA
"2351","Saxifraga cespitosa",0.055,NA,NA
"2352","Saxifraga exarata subsp. moschata",0.015,NA,NA
"2353","Saxifraga granulata",0.166666666666667,33.5666666666667,83.5
"2354","Saxifraga hirculus",0.113333333333333,NA,NA
"2355","Saxifraga hirsuta",0.165,NA,NA
"2356","Saxifraga hypnoides",0.0816666666666667,18.8,154
"2357","Saxifraga mutata",0.04,NA,NA
"2358","Saxifraga nivalis",0.06,NA,NA
"2359","Saxifraga oppositifolia",0.14,14.8,NA
"2360","Saxifraga paniculata",0.04,8.47,244.53
"2361","Saxifraga rivularis",0.035,NA,NA
"2362","Saxifraga rosacea",0.0733333333333333,NA,NA
"2363","Saxifraga rotundifolia",0.25,NA,NA
"2364","Saxifraga spathularis",0.16,NA,NA
"2365","Saxifraga stellaris",0.115,23.32,159.9
"2366","Saxifraga tridactylites",0.0483333333333333,23.07,121.115
"2367","Scabiosa atropurpurea",0.5,12.5733333333333,198.27
"2368","Scabiosa canescens",0.2,10.2,210.92
"2369","Scabiosa columbaria",0.283333333333333,19.278328948,171.333333333333
"2370","Scabiosa columbaria s. columbaria",0.4325,NA,NA
"2371","Scabiosa lucida",0.175,NA,NA
"2372","Scabiosa ochroleuca",0.275,11.71,253.52
"2373","Scandix pecten-veneris",0.233333333333333,18.4766666666667,128.07
"2374","Scheuchzeria palustris",0.15,10.135,281.28
"2375","Schoenus ferrugineus",0.225,8.7575,313.285
"2376","Schoenus nigricans",0.3,4.78,382.536666666667
"2377","Scilla amoena",0.225,NA,NA
"2378","Scilla bifolia",0.15,41.45,76.01
"2379","Scilla sibirica",0.115,27.78,103.3
"2380","Scirpus cespitosus",0.25,10.210128205,NA
"2381","Scirpus fluitans",0.025,45.45,216.77
"2382","Scirpus holoschoenus",0.65,NA,NA
"2383","Scirpus hudsonianus",0.145,9.43,313.64
"2384","Scirpus lacustris",2.5,19.0666666666667,186.5
"2385","Scirpus lacustris s. tabernaemontani",1.05,5.415,120.69
"2386","Scirpus maritimus",0.65,12.42,283.29
"2387","Scirpus mucronatus",0.75,NA,NA
"2388","Scirpus pungens",0.45,NA,NA
"2389","Scirpus radicans",0.7,NA,NA
"2390","Scirpus setaceus",0.06,20.41,169.48
"2391","Scirpus supinus",0.1,NA,NA
"2392","Scirpus sylvaticus",0.775,22.47,215.49
"2393","Scirpus triqueter",0.725,6.84,149.79
"2394","Scleranthus annuus",0.09,27.605,139.29
"2395","Scleranthus annuus s. annuus",0.085,NA,NA
"2396","Scleranthus annuus s. verticillatus",0.065,NA,NA
"2397","Scleranthus annuus subsp. polycarpos",0.09,44.56,220.85
"2398","Scleranthus perennis",0.1625,18.93,214.1
"2399","Sclerochloa dura",0.1,NA,NA
"2400","Scorzonera austriaca",0.175,NA,NA
"2401","Scorzonera hispanica",0.875,14,223.17
"2402","Scorzonera humilis",0.25,19.26,168.013333333333
"2403","Scorzonera laciniata",0.26,19.12,197.875
"2404","Scorzonera parviflora",0.225,NA,NA
"2405","Scorzonera purpurea",0.35,NA,NA
"2406","Scrophularia auriculata",0.366666666666667,22.825,137
"2407","Scrophularia canina",0.3,17.145,166.535
"2408","Scrophularia nodosa",0.583333333333333,26,182
"2409","Scrophularia scorodonia",0.7,NA,NA
"2410","Scrophularia umbrosa",0.641666666666667,31.825,145.105
"2411","Scrophularia vernalis",0.62375,23.8,179.175
"2412","Scutellaria altissima",0.7625,NA,NA
"2413","Scutellaria galericulata",0.241666666666667,39.55,212.463333333333
"2414","Scutellaria hastifolia",0.25,36.12,219.64
"2415","Scutellaria minor",0.133333333333333,37.31,238.08
"2416","Sedum acre",0.0566666666666667,10.9,64
"2417","Sedum album",0.095,15.12,49.7
"2418","Sedum alpestre",0.055,14.1,NA
"2419","Sedum anglicum",0.0275,39.8,NA
"2420","Sedum annuum",0.075,22.28,57.28
"2421","Sedum atratum",0.055,NA,NA
"2422","Sedum cepaea",0.13,20.98,54.03
"2423","Sedum dasyphyllum",0.045,24.2,25.24
"2424","Sedum forsterianum",0.1,NA,NA
"2425","Sedum hispanicum",0.065,NA,NA
"2426","Sedum ochroleucum",0.16,NA,NA
"2427","Sedum rubens",0.07,32.86,38.24
"2428","Sedum rupestre",0.178333333333333,11.9033333333333,70.315
"2429","Sedum sexangulare",0.1575,13.67,108.93
"2430","Sedum spurium",0.125,13.2933333333333,76.79
"2431","Sedum telephium s. maximum",0.45,16.85,65.65
"2432","Sedum villosum",0.0833333333333333,NA,NA
"2433","Selaginella helvetica",0.05,NA,NA
"2434","Selaginella selaginoides",0.075,27.25,NA
"2435","Selinum carvifolia",0.483333333333333,18.7033333333333,222.88
"2436","Sempervivum arachnoideum",0.075,NA,NA
"2437","Sempervivum tectorum",0.225,15.27,46.065
"2438","Senecio abrotanifolius",0.21,19.9,NA
"2439","Senecio alpinus",0.6,NA,NA
"2440","Senecio aquaticus",0.315,25.3333333333333,120.333333333333
"2441","Senecio aquaticus s. barbareifolius",0.5,26.09,133.08
"2442","Senecio congestus",0.46,NA,NA
"2443","Senecio doronicum",0.15,NA,NA
"2444","Senecio erucifolius",0.675,14.8666666666667,187
"2445","Senecio fluviatilis",0.95,NA,NA
"2446","Senecio helenitis",0.45,NA,NA
"2447","Senecio hercynicus",0.95,NA,NA
"2448","Senecio inaequidens",0.6,21.765,187.29
"2449","Senecio integrifolius",0.225,NA,NA
"2450","Senecio jacobaea",0.5,25.4957142857143,125.3025
"2451","Senecio ovirensis s. gaudinii",0.3,NA,NA
"2452","Senecio paludosus",1.25,19.3,159.365
"2453","Senecio rivularis",0.45,NA,NA
"2454","Senecio rupestris",0.3,NA,NA
"2455","Senecio squalidus",0.25,23.9542857142857,115.2125
"2456","Senecio subalpinus",0.375,NA,NA
"2457","Senecio sylvaticus",0.375,29.5,114
"2458","Senecio vernalis",0.26,25.03,91.11
"2459","Senecio viscosus",0.3,22.4666666666667,120
"2460","Senecio vulgaris",0.2,29.82,84
"2461","Serratula tinctoria",0.5,19.612,193.433333333333
"2462","Seseli hippomarathrum",0.125,NA,NA
"2463","Seseli libanotis",0.466666666666667,24.59,173.7
"2464","Sesleria albicans",0.15,19.29,287.79
"2465","Sesleria caerulea",0.09,19.2,NA
"2466","Sesleria ovata",0.04,NA,NA
"2467","Setaria italica",0.785,23.91,208.31
"2468","Setaria pumila",0.46,22.5805,216.37
"2469","Setaria verticillata",0.45,NA,NA
"2470","Setaria viridis",0.5125,24.12,272.735
"2471","Sherardia arvensis",0.133333333333333,22.4666666666667,188.5
"2472","Sibbaldia procumbens",0.0271666666666667,16.6006254971429,367.98
"2473","Sigesbeckia orientalis",0.9575,30.24,128.55
"2474","Silaum silaus",0.483333333333333,17.4333333333333,287.333333333333
"2475","Silene acaulis",0.026,15.63,NA
"2476","Silene acaulis s. acaulis",0.04,NA,NA
"2477","Silene armeria",0.31,32.65,148.67
"2478","Silene chlorantha",0.1,12,230.68
"2479","Silene conica",0.115,NA,NA
"2480","Silene cretica",0.475,23.13,137.21
"2481","Silene dichotoma",0.39,25.28,119.9
"2482","Silene dioica",0.5632,37.152125,112
"2483","Silene gallica",0.265,34.5,131.99
"2484","Silene italica s. italica",0.7,NA,NA
"2485","Silene italica subsp. nemoralis",0.7,NA,NA
"2486","Silene latifolia",0.475,21.625,142.5
"2487","Silene linicola",0.43,28.18,128.71
"2488","Silene noctiflora",0.22,21.9,172.5
"2489","Silene nutans",0.316666666666667,21.9233333333333,168
"2490","Silene otites",0.291666666666667,13.01,225.27
"2491","Silene pusilla",0.1,NA,NA
"2492","Silene rupestris",0.14,30.36,181.59
"2493","Silene tatarica",0.3,NA,NA
"2494","Silene uniflora",0.3,19.3,130
"2495","Silene viscosa",0.25,NA,NA
"2496","Silene vulgaris",0.27,21.5125,166
"2497","Silybum marianum",0.85,NA,NA
"2498","Sinapis alba",0.385,20.345,139.755
"2499","Sinapis arvensis",0.383333333333333,39.0088888888889,109.666666666667
"2500","Sison amomum",0.625,22.7,210
"2501","Sisymbrium altissimum",0.54625,21.1933333333333,125.98
"2502","Sisymbrium austriacum",0.25,NA,NA
"2503","Sisymbrium irio",0.225,NA,NA
"2504","Sisymbrium loeselii",0.434,18.006,191.718
"2505","Sisymbrium officinale",0.416666666666667,26.7166666666667,139
"2506","Sisymbrium orientale",0.391666666666667,22.325,120.5
"2507","Sisymbrium strictissimum",0.6,NA,NA
"2508","Sisymbrium supinum",0.15,NA,NA
"2509","Sisymbrium volgense",0.35,NA,NA
"2510","Sisyrinchium montanum",0.225,NA,NA
"2511","Sium latifolium",1.4125,42.41179911,152.303333333333
"2512","Smyrnium olusatrum",0.75,39.6,155
"2513","Smyrnium perfoliatum",0.65,31.26,253.14
"2514","Solanum dulcamara",0.866666666666667,34.656,170.588333333333
"2515","Solanum luteum s. alatum",0.15,23.845,NA
"2516","Solanum nigrum",0.5,25.225,131.5
"2517","Solanum triflorum",1,NA,NA
"2518","Solanum tuberosum",0.6,23.66,126.87
"2519","Soldanella alpina",0.065,NA,NA
"2520","Soldanella minima",0.015,NA,NA
"2521","Soldanella montana",0.165,NA,NA
"2522","Soldanella pusilla",0.02,NA,NA
"2523","Soleirolia soleirolii",0.0875,25.25,243
"2524","Solidago canadensis",1.375,25.8666666666667,221
"2525","Solidago gigantea",1.375,20.25,308
"2526","Solidago graminifolia",0.6,NA,NA
"2527","Solidago virgaurea",0.5,21.6853088216667,227
"2528","Sonchus arvensis",0.875,21.7,138.666666666667
"2529","Sonchus asper",0.475,24.9738959133333,123.666666666667
"2530","Sonchus oleraceus",1.075,40.5271428571429,118.5
"2531","Sonchus palustris",1.9,25.76,186.17
"2532","Sorbaria sorbifolia",1.5,24.63054187,NA
"2533","Sorbus anglica",1.25,NA,NA
"2534","Sorbus aria",10.75,18.9268438542857,283.9925
"2535","Sorbus arranensis",7.5,NA,NA
"2536","Sorbus aucuparia",12.75,14.4483670483333,268.75
"2537","Sorbus bristoliensis",10,NA,NA
"2538","Sorbus chamaemespilus",1.05,NA,NA
"2539","Sorbus devoniensis",15,NA,NA
"2540","Sorbus domestica",11.5,9.9,NA
"2541","Sorbus eminens",6,NA,NA
"2542","Sorbus hibernica",6,NA,NA
"2543","Sorbus intermedia",8.25,15.62738095,236.01
"2544","Sorbus lancastriensis",5,NA,NA
"2545","Sorbus leptophylla",3,NA,NA
"2546","Sorbus leyana",2,NA,NA
"2547","Sorbus minima",3,NA,NA
"2548","Sorbus porrigentiformis",5,NA,NA
"2549","Sorbus pseudofennica",7,NA,NA
"2550","Sorbus rupicola",2,NA,NA
"2551","Sorbus subcuneata",10,NA,NA
"2552","Sorbus torminalis",14.8333333333333,26.5866666666667,251.755
"2553","Sorbus vexans",6,NA,NA
"2554","Sorbus wilmottiana",6,NA,NA
"2555","Sparganium angustifolium",0.025,NA,NA
"2556","Sparganium emersum",0.2,28.3,105
"2557","Sparganium erectum",0.375,19.505,147.233333333333
"2558","Sparganium minimum",0.025,39.875,143.86
"2559","Spartina x townsendii",0.6,9.01,NA
"2560","Spergula arvensis",0.2,18.882222222,145
"2561","Spergula morisonii",0.1,11.44,140.95
"2562","Spergula pentandra",0.075,NA,NA
"2563","Spergularia echinosperma",0.06,27.06,137.95
"2564","Spergularia marina",0.14,15.92,104.7025
"2565","Spergularia media",0.175,29.355,108.07
"2566","Spergularia rubra",0.106666666666667,18.2950040966667,135
"2567","Spergularia rupicola",0.075,18.4,78
"2568","Spergularia segetalis",0.05,NA,NA
"2569","Spinacia oleracea",0.375,32.29,NA
"2570","Spiraea chamaedryfolia",2,NA,NA
"2571","Spiraea media",1.6,NA,NA
"2572","Spiraea salicifolia",1.25,20,407.34
"2573","Spiranthes aestivalis",0.125,NA,NA
"2574","Spiranthes spiralis",0.035,NA,NA
"2575","Spirodela polyrhiza",0.0075,29.81,NA
"2576","Stachys alopecuros",0.225,NA,NA
"2577","Stachys alpina",0.566666666666667,NA,NA
"2578","Stachys annua",0.175,NA,NA
"2579","Stachys arvensis",0.15,29.8,171
"2580","Stachys germanica",0.491666666666667,22.1,NA
"2581","Stachys officinalis",0.308333333333333,19.62625,241.791666666667
"2582","Stachys palustris",0.541666666666667,35.9991395533333,182
"2583","Stachys recta",0.325,28.475,216.09
"2584","Stachys sylvatica",0.491666666666667,42.118,207
"2585","Staphylea pinnata",5,31.34,223.24
"2586","Stellaria crassifolia",0.065,NA,NA
"2587","Stellaria graminea",0.308333333333333,29.26673202,174.6575
"2588","Stellaria holostea",0.233333333333333,27.8595717614286,177.5
"2589","Stellaria longifolia",0.15,NA,NA
"2590","Stellaria media",0.166666666666667,53.6810760671429,84
"2591","Stellaria neglecta",0.433333333333333,64.1,84
"2592","Stellaria nemorum",0.325,46.23,173.86
"2593","Stellaria pallida",0.3,43.1,119
"2594","Stellaria palustris",0.266666666666667,23.01948636,NA
"2595","Stellaria uliginosa",0.191666666666667,34.9,155
"2596","Stipa capillata",0.525,7.78,638.33
"2597","Stratiotes aloides",0.125,23.51,82.38
"2598","Streptopus amplexifolius",0.65,NA,NA
"2599","Suaeda maritima",0.16,11.57,87.845
"2600","Suaeda vera",0.6,NA,NA
"2601","Subularia aquatica",0.0366666666666667,NA,NA
"2602","Succisa pratensis",0.341666666666667,18.0933333333333,177.5
"2603","Succisella inflexa",0.4,NA,NA
"2604","Swertia perennis",0.26,NA,NA
"2605","Symphoricarpos albus",1.5,19.364,358.645
"2606","Symphytum bulbosum",0.375,NA,NA
"2607","Symphytum officinale",0.566666666666667,24.87,86.27
"2608","Symphytum orientale",0.7,29.7,124
"2609","Symphytum tuberosum",0.258333333333333,30.4533333333333,116.363333333333
"2610","Syringa vulgaris",6,13.361,325.81
"2611","Tagetes patula",0.3,NA,NA
"2612","Tamus communis",2.25,30.3,151
"2613","Tanacetum corymbosum",0.675,17.515,200.66
"2614","Tanacetum macrophyllum",0.875,NA,NA
"2615","Tanacetum parthenium",0.29,36.3,172
"2616","Tanacetum vulgare",0.825,20.07561537,221
"2617","Taraxacum laevigatum ag.",0.15,NA,NA
"2618","Taraxacum Sec. Alpestria",0.07,NA,NA
"2619","Taraxacum Sec. Erythrosperma",0.07,20.22,166.46
"2620","Taraxacum Sec. Obliqua",0.07,NA,NA
"2621","Taraxacum Sec. Palustria",0.15,19.13,NA
"2622","Taraxacum Sec. Ruderalia",0.166666666666667,28.6770767566667,NA
"2623","Taraxacum spectabile",0.1,NA,NA
"2624","Taxodium distichum",40,NA,NA
"2625","Taxus baccata",17.5,7.87201390142857,267.166666666667
"2626","Teesdalia nudicaulis",0.126666666666667,28.95,136.5
"2627","Telekia speciosa",1.175,NA,NA
"2628","Tellima grandiflora",0.7,34.7,200
"2629","Tetragonolobus maritimus",0.25,18.51,203.793333333333
"2630","Teucrium botrys",0.183333333333333,39.6,130.21
"2631","Teucrium chamaedrys",0.14,15.50118132375,306.73
"2632","Teucrium montanum",0.2,18.36,265.03
"2633","Teucrium scordium",0.25,38.71,171.68
"2634","Teucrium scordium s. scordium",0.225,NA,NA
"2635","Teucrium scorodonia",0.25,18.4925,378.5
"2636","Thalictrum alpinum",0.0783333333333333,15.9533333333333,375.365
"2637","Thalictrum aquilegiifolium",0.675,34.15,206.22
"2638","Thalictrum flavum",0.6,26.1,246
"2639","Thalictrum lucidum",0.675,NA,NA
"2640","Thalictrum minus",0.475,17.0166666666667,291.048
"2641","Thalictrum morisonii",0.95,NA,NA
"2642","Thalictrum simplex",0.35,22.67573696,NA
"2643","Thelypteris palustris",0.55,30.425,225.345
"2644","Thesium alpinum",0.175,NA,NA
"2645","Thesium bavarum",0.35,16.41,281.84
"2646","Thesium ebracteatum",0.2,NA,NA
"2647","Thesium humifusum",0.0875,NA,NA
"2648","Thesium linophyllon",0.2,17.67,186.88
"2649","Thesium pyrenaicum",0.19,43.3866666666667,193.46
"2650","Thesium rostratum",0.25,NA,NA
"2651","Thlaspi alliaceum",0.346666666666667,52.065,123.415
"2652","Thlaspi arvense",0.35,24.5652263366667,165.666666666667
"2653","Thlaspi caerulescens",0.2325,30.3,149
"2654","Thlaspi montanum",0.055,22.036708695,151.68
"2655","Thlaspi perfoliatum",0.0916666666666667,NA,NA
"2656","Thuja occidentalis",16.25,4.4843049,NA
"2657","Thuja orientalis",6.25,NA,NA
"2658","Thuja plicata",45,NA,NA
"2659","Thymelaea passerina",0.2,NA,NA
"2660","Thymus pannonicus",0.2,NA,NA
"2661","Thymus praecox",0.07,13.77,240.075
"2662","Thymus pulegioides",0.181666666666667,24.8425,NA
"2663","Thymus serpyllum",0.075,17.56,249.52
"2664","Thymus vulgaris",0.25,10.38,331.8
"2665","Tilia cordata",21.6666666666667,27.172152308,NA
"2666","Tilia platyphyllos",30,26.75,207.15
"2667","Tilia tomentosa",30,NA,NA
"2668","Tofieldia calyculata",0.075,17.07,230.38
"2669","Tofieldia pusilla",0.0325,16.1662962966667,282.985
"2670","Tolmiea menziesii",0.7,NA,NA
"2671","Tolpis staticifolia",0.14,NA,NA
"2672","Tordylium maximum",0.7175,24.82,222
"2673","Torilis arvensis",0.55,27.68,197.18
"2674","Torilis japonica",0.441666666666667,28.0666666666667,280.666666666667
"2675","Torilis nodosa",0.3625,14.63,320.15
"2676","Tozzia alpina",0.3,NA,NA
"2677","Trachystemon orientalis",0.4,NA,NA
"2678","Tragopogon dubius",0.425,25.3,209.84
"2679","Tragopogon porrifolius",0.57,29.65,156.38
"2680","Tragopogon pratensis",0.35,19.1,188.5
"2681","Tragopogon pratensis s. orientalis",0.4,31.14,141.36
"2682","Tragus racemosus",0.165,NA,NA
"2683","Trapa natans",0.02,14.93,231.835
"2684","Traunsteinera globosa",0.325,NA,NA
"2685","Trientalis europaea",0.1075,47.31768311,152.87
"2686","Trifolium alpestre",0.225,11.44,339.355
"2687","Trifolium angustifolium",0.11,17.6333333333333,282
"2688","Trifolium arvense",0.146666666666667,18.041646574,294.1625
"2689","Trifolium aureum",0.323333333333333,37.945,213.085
"2690","Trifolium badium",0.15,NA,NA
"2691","Trifolium bocconei",0.0625,NA,NA
"2692","Trifolium campestre",0.2875,27.0833333333333,250.25
"2693","Trifolium dubium",0.225,26.6107879255556,199.5
"2694","Trifolium fragiferum",0.1875,25.32619671,220.046666666667
"2695","Trifolium glomeratum",0.1,NA,NA
"2696","Trifolium hybridum",0.35,24.902765205,239.772
"2697","Trifolium incarnatum",0.358333333333333,29.11,188.18
